"id_persona_pr","nme_genero_pr","id_niv_form_pr","id_clas_pr","edad_anos_pr","nme_region_gr","nme_area_gr","Actividades","LugarActualTrabajo","cant_libros","cant_lineas","cant_tgs","cant_art"
741353,"femenino","4","ij",40,"region eje cafetero","medicina clinica","No especificado","Universidad","No especificado","No especificado","No especificado","15 o menos"
742732,"masculino","3","ij",52,"region pacifico","ciencias de la salud","Actividades de administración","Universidad","No especificado","4 o más líneas","15 o menos","15 o menos"
743143,"masculino","d","i",59,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
743186,"masculino","3","ij",32,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
743534,"femenino","3","i",38,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
743763,"femenino","3","i",36,"region caribe","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
744131,"femenino","3","ij",42,"region caribe","ciencias de la salud","Actividades de administración","Universidad","1 libro","2 líneas","Más de 45","15 o menos"
744212,"femenino","d","i",46,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
744573,"masculino","4","is",65,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
744654,"femenino","d","is",55,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
745316,"masculino","4","is",55,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
745499,"femenino","4","is",37,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","No especificado","3 líneas","Entre 31 y 45","Entre 31 y 45"
745910,"femenino","2","i",43,"centro oriente","medicina clinica","Actividades de administración","Universidad","2 libros","3 líneas","15 o menos","15 o menos"
746118,"femenino","3","ij",41,"region caribe","medicina clinica","Actividades de administración","Universidad","No especificado","2 líneas","15 o menos","15 o menos"
746142,"masculino","2","i",49,"region eje cafetero","medicina clinica","No especificado","Universidad","3 o más libros","No especificado","Entre 16 y 30","Entre 16 y 30"
746398,"femenino","3","ij",64,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
747009,"femenino","4","ij",51,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
747912,"femenino","4","is",45,"region eje cafetero","medicina basica","Actividades de administración","Universidad","No especificado","4 o más líneas","15 o menos","Entre 31 y 45"
749761,"femenino","3","is",35,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
749931,"masculino","4","ij",32,"distrito capital","ingenieria medica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
750000,"femenino","3","i",42,"region eje cafetero","medicina clinica","Actividades de administración","Universidad","No especificado","No especificado","Más de 45","Más de 45"
751669,"femenino","3","ij",48,"region eje cafetero","medicina clinica","Actividades de administración","Universidad","No especificado","1 línea","Entre 16 y 30","15 o menos"
753645,"femenino","4","i",42,"distrito capital","otras ciencias medicas","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
753955,"masculino","4","ij",61,"region caribe","medicina clinica","Actividades de administración","Universidad","1 libro","4 o más líneas","Más de 45","Entre 16 y 30"
754234,"masculino","4","is",45,"region pacifico","ciencias de la salud","No especificado","Universidad","3 o más libros","No especificado","Entre 31 y 45","Más de 45"
754277,"femenino","5","ij",37,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
754358,"masculino","3","ij",56,"region pacifico","medicina clinica","Actividades de administración","Hospital / Clínica","2 libros","2 líneas","15 o menos","Entre 31 y 45"
754897,"femenino","4","ij",56,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","No especificado","3 líneas","Más de 45","Entre 16 y 30"
755613,"masculino","4","ij",49,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
757578,"masculino","d","ij",39,"centro oriente","medicina clinica","No especificado","Otros lugares","No especificado","No especificado","15 o menos","15 o menos"
757896,"femenino","4","i",52,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
758434,"masculino","4","i",35,"region eje cafetero","ingenieria medica","Actividades de docencia","Universidad","No especificado","4 o más líneas","Más de 45","Entre 16 y 30"
759309,"masculino","2","i",44,"region eje cafetero","medicina clinica","Actividades de administración","Universidad","No especificado","4 o más líneas","15 o menos","Entre 31 y 45"
759830,"masculino","3","i",54,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
760064,"femenino","4","ij",58,"region pacifico","ciencias de la salud","No especificado","Universidad","No especificado","1 línea","15 o menos","15 o menos"
760544,"masculino","4","ij",41,"region eje cafetero","otras ciencias medicas","No especificado","No especificado","No especificado","4 o más líneas","15 o menos","Entre 16 y 30"
761893,"masculino","3","ij",42,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
763349,"femenino","3","ij",43,"centro oriente","psicologia","Actividades de administración","Universidad","1 libro","3 líneas","Entre 16 y 30","15 o menos"
764396,"masculino","3","is",38,"region pacifico","ciencias de la salud","Actividades de docencia","Universidad","No especificado","4 o más líneas","Entre 16 y 30","Más de 45"
765929,"masculino","5","ij",37,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
766003,"masculino","4","ij",37,"region eje cafetero","ciencias de la salud","No especificado","Centro de investigación","No especificado","3 líneas","15 o menos","Entre 16 y 30"
766755,"femenino","3","ij",55,"region eje cafetero","ciencias de la salud","Actividades de docencia","Universidad","1 libro","2 líneas","15 o menos","15 o menos"
767859,"femenino","3","ij",40,"region pacifico","medicina basica","Actividades de investigación","Otros lugares","No especificado","2 líneas","15 o menos","Entre 16 y 30"
767921,"femenino","3","ij",34,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
768553,"femenino","3","ij",40,"region pacifico","ciencias de la salud","Actividades de administración","Otras IE","No especificado","2 líneas","15 o menos","15 o menos"
768839,"femenino","4","i",57,"centro oriente","ciencias de la salud","Actividades de administración","Universidad","1 libro","2 líneas","15 o menos","Entre 16 y 30"
769436,"femenino","3","ij",55,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
773700,"femenino","3","ij",62,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","3 o más libros","1 línea","15 o menos","Entre 16 y 30"
775843,"femenino","3","is",38,"region eje cafetero","ciencias de la salud","Actividades de docencia","Universidad","1 libro","3 líneas","Entre 16 y 30","Entre 16 y 30"
776114,"femenino","1","ij",59,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
776327,"femenino","4","ij",45,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
776769,"femenino","3","ij",51,"region caribe","ciencias de la salud","Actividades de administración","Universidad","No especificado","1 línea","15 o menos","15 o menos"
777234,"femenino","3","ij",43,"region caribe","ciencias de la salud","Actividades de administración","Universidad","No especificado","2 líneas","Entre 31 y 45","15 o menos"
777293,"femenino","3","is",58,"region caribe","ciencias de la salud","No especificado","Universidad","3 o más libros","3 líneas","Más de 45","Más de 45"
777390,"femenino","3","i",47,"region caribe","ciencias de la salud","Actividades de administración","Universidad","No especificado","1 línea","Entre 16 y 30","15 o menos"
777510,"femenino","3","ij",41,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
778400,"masculino","4","i",33,"region eje cafetero","ciencias de la salud","Actividades de docencia","Universidad","1 libro","3 líneas","Entre 31 y 45","Entre 31 y 45"
778931,"femenino","3","ij",51,"region pacifico","ciencias de la salud","Actividades de administración","Universidad","1 libro","2 líneas","Entre 31 y 45","15 o menos"
779210,"femenino","4","ij",50,"region pacifico","ciencias de la salud","Actividades de administración","Universidad","1 libro","1 línea","Entre 16 y 30","15 o menos"
780235,"femenino","4","is",52,"region caribe","medicina basica","Actividades de administración","Universidad","1 libro","4 o más líneas","15 o menos","Más de 45"
781991,"femenino","4","i",53,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","3 o más libros","2 líneas","Entre 16 y 30","Entre 31 y 45"
782424,"femenino","3","ij",67,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
784222,"femenino","3","ij",35,"region eje cafetero","ciencias de la salud","No especificado","No especificado","2 libros","No especificado","15 o menos","15 o menos"
786446,"masculino","5","ij",47,"distrito capital","ingenieria medica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
786780,"femenino","4","i",41,"centro oriente","ciencias de la salud","Actividades de administración","Universidad","1 libro","2 líneas","Entre 16 y 30","Entre 16 y 30"
786993,"masculino","4","is",64,"region caribe","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
787612,"femenino","3","ij",38,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
788783,"femenino","4","ij",36,"distrito capital","biotecnologia en salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
791210,"femenino","2","ij",58,"region caribe","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
792900,"masculino","3","ij",41,"region pacifico","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
793370,"femenino","3","is",41,"region caribe","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
796158,"femenino","3","ij",36,"centro sur","medicina clinica","Actividades de administración","Universidad","No especificado","4 o más líneas","15 o menos","15 o menos"
796280,"femenino","3","ij",34,"centro oriente","ciencias de la salud","Actividades de administración","Universidad","No especificado","4 o más líneas","15 o menos","15 o menos"
798070,"masculino","2","ij",41,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
799513,"femenino","3","is",39,"centro oriente","ciencias de la salud","Actividades de administración","Universidad","1 libro","4 o más líneas","Entre 31 y 45","Entre 31 y 45"
800104,"masculino","4","ij",33,"region del llano","ciencias de la salud","Actividades de administración","Otros lugares","No especificado","3 líneas","15 o menos","15 o menos"
800627,"masculino","3","ij",47,"centro oriente","medicina basica","Actividades de administración","Universidad","No especificado","1 línea","No especificado","Entre 16 y 30"
800651,"masculino","4","ij",59,"region pacifico","ciencias de la salud","No especificado","Otras IE","No especificado","4 o más líneas","Entre 16 y 30","No especificado"
803774,"femenino","3","ij",42,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
803928,"femenino","3","i",43,"region caribe","ciencias de la salud","No especificado","No especificado","No especificado","4 o más líneas","Entre 31 y 45","Más de 45"
805378,"femenino","3","ij",41,"region pacifico","ciencias de la salud","Actividades de administración","Universidad","1 libro","1 línea","Entre 16 y 30","15 o menos"
805963,"femenino","2","ij",46,"region eje cafetero","medicina clinica","No especificado","Universidad","No especificado","4 o más líneas","15 o menos","Entre 16 y 30"
806412,"masculino","3","ij",39,"region eje cafetero","medicina clinica","Actividades de administración","Universidad","No especificado","4 o más líneas","15 o menos","Entre 16 y 30"
808105,"femenino","4","i",35,"distrito capital","biotecnologia en salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
808610,"femenino","3","ij",40,"region pacifico","ciencias de la salud","Actividades de docencia","Universidad","No especificado","4 o más líneas","Entre 16 y 30","15 o menos"
808768,"masculino","4","is",54,"centro oriente","medicina basica","Actividades de administración","Universidad","No especificado","4 o más líneas","Más de 45","Más de 45"
812714,"femenino","4","ij",41,"region caribe","psicologia","Actividades de administración","Universidad","1 libro","2 líneas","15 o menos","15 o menos"
813028,"masculino","4","is",63,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
813460,"masculino","3","ij",37,"region pacifico","medicina basica","Actividades de docencia","Otras IE","No especificado","4 o más líneas","15 o menos","Entre 16 y 30"
813974,"femenino","d","ij",41,"centro oriente","medicina basica","Actividades de docencia","Universidad","No especificado","2 líneas","No especificado","15 o menos"
815020,"femenino","3","ij",38,"region pacifico","ciencias de la salud","Actividades de administración","Otras IE","No especificado","2 líneas","Entre 16 y 30","15 o menos"
815390,"femenino","3","ij",38,"region caribe","medicina clinica","Actividades de administración","Otras IE","No especificado","No especificado","Entre 16 y 30","15 o menos"
815829,"masculino","4","i",37,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
817465,"masculino","4","is",53,"region caribe","medicina clinica","Actividades de administración","Otros lugares","No especificado","No especificado","15 o menos","Entre 16 y 30"
818186,"masculino","3","i",70,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
818330,"femenino","3","ij",43,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
819190,"femenino","3","ij",70,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
820547,"masculino","4","ij",35,"region eje cafetero","ciencias de la salud","Actividades de docencia","Universidad","No especificado","4 o más líneas","No especificado","15 o menos"
822051,"masculino","4","is",38,"region caribe","medicina basica","Actividades de administración","Universidad","1 libro","1 línea","Entre 31 y 45","Entre 16 y 30"
822434,"femenino","3","ij",41,"region eje cafetero","biotecnologia en salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
822876,"masculino","2","is",65,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
824518,"femenino","4","ij",42,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
825387,"femenino","3","ij",45,"region eje cafetero","psicologia","Actividades de administración","Universidad","3 o más libros","1 línea","Entre 31 y 45","Entre 16 y 30"
826561,"femenino","4","is",48,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
827290,"femenino","4","ij",54,"region caribe","ciencias de la salud","Actividades de docencia","Universidad","No especificado","2 líneas","Más de 45","15 o menos"
827860,"femenino","3","i",49,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
830305,"masculino","4","i",41,"region pacifico","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
831069,"masculino","4","ij",47,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
831476,"femenino","2","ij",57,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
831786,"masculino","4","is",54,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
832057,"femenino","2","ij",43,"region caribe","ciencias de la salud","Actividades de administración","Universidad","No especificado","4 o más líneas","15 o menos","Entre 31 y 45"
835161,"femenino","3","i",61,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
838047,"femenino","4","is",54,"region caribe","ciencias de la salud","Actividades de investigación","Universidad","3 o más libros","4 o más líneas","Más de 45","Entre 16 y 30"
839043,"femenino","4","i",51,"region caribe","psicologia","Actividades de administración","Universidad","3 o más libros","3 líneas","Más de 45","15 o menos"
839744,"masculino","4","ij",38,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
839825,"femenino","3","ij",52,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
839922,"masculino","3","ij",48,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
840157,"femenino","3","ij",53,"region eje cafetero","otras ciencias medicas","Actividades de administración","Otras IE","1 libro","1 línea","Entre 16 y 30","15 o menos"
840220,"masculino","4","i",54,"distrito capital","otras ciencias medicas","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
843873,"femenino","3","ij",42,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
843881,"femenino","3","ij",54,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
844080,"femenino","2","i",56,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
847470,"masculino","d","i",77,"region caribe","medicina clinica","Actividades de administración","Universidad","2 libros","2 líneas","15 o menos","15 o menos"
848735,"femenino","3","ij",33,"region pacifico","ciencias de la salud","No especificado","Otras IE","2 libros","1 línea","15 o menos","15 o menos"
849391,"masculino","4","i",57,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
853305,"masculino","3","ij",62,"region eje cafetero","ciencias de la salud","No especificado","Universidad","No especificado","No especificado","15 o menos","Entre 16 y 30"
854530,"femenino","4","i",34,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
856100,"masculino","4","ij",41,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
858277,"masculino","2","i",39,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
864781,"masculino","3","ij",71,"region eje cafetero","ciencias de la salud","Actividades de docencia","Universidad","1 libro","1 línea","Entre 31 y 45","Entre 16 y 30"
867004,"femenino","4","ij",37,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
867519,"femenino","3","ij",47,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
867918,"masculino","d","ij",52,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
867950,"femenino","4","i",39,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
871990,"masculino","3","ij",36,"centro oriente","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
873632,"masculino","3","ij",53,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
874655,"masculino","2","ij",56,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
875155,"masculino","5","ij",47,"region eje cafetero","ingenieria medica","Actividades de docencia","Universidad","2 libros","4 o más líneas","Entre 16 y 30","Entre 16 y 30"
875716,"masculino","3","i",40,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
875724,"masculino","3","i",46,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
877611,"femenino","4","ij",34,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
880019,"masculino","4","ij",40,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
882011,"femenino","3","i",47,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
882380,"femenino","4","ij",41,"region eje cafetero","medicina basica","Actividades de docencia","Universidad","No especificado","No especificado","15 o menos","15 o menos"
884910,"femenino","3","i",54,"region eje cafetero","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
885282,"femenino","3","ij",39,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
886254,"masculino","4","ij",39,"centro oriente","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
886769,"femenino","4","i",48,"region eje cafetero","ciencias de la salud","No especificado","Universidad","2 libros","4 o más líneas","15 o menos","Entre 16 y 30"
886963,"femenino","4","ij",37,"centro oriente","medicina basica","Actividades de administración","Universidad","No especificado","4 o más líneas","15 o menos","15 o menos"
887455,"masculino","3","is",45,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
888192,"femenino","3","ij",35,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
890090,"masculino","4","i",46,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
894478,"femenino","3","ij",33,"region eje cafetero","medicina basica","Actividades de administración","Universidad","No especificado","1 línea","No especificado","15 o menos"
898090,"femenino","3","i",49,"region eje cafetero","ciencias de la salud","No especificado","No especificado","3 o más libros","1 línea","Más de 45","15 o menos"
898465,"masculino","3","i",42,"centro oriente","ciencias de la salud","Actividades de docencia","Universidad","No especificado","4 o más líneas","Entre 16 y 30","Entre 16 y 30"
900443,"femenino","3","ij",54,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","3 o más libros","1 línea","15 o menos","Entre 16 y 30"
902063,"masculino","5","ij",34,"centro oriente","medicina basica","No especificado","Otros lugares","No especificado","2 líneas","15 o menos","Entre 16 y 30"
902446,"masculino","3","ij",33,"region caribe","medicina basica","No especificado","Otros lugares","No especificado","4 o más líneas","Más de 45","Entre 31 y 45"
902837,"masculino","4","ij",38,"centro sur","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
903396,"masculino","4","ij",51,"region pacifico","psicologia","Actividades de docencia","Universidad","3 o más libros","2 líneas","Más de 45","15 o menos"
904511,"femenino","3","i",38,"centro oriente","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
905992,"femenino","4","ij",34,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
906727,"femenino","4","ij",42,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
910171,"masculino","1","ij",44,"centro oriente","medicina basica","Actividades de administración","Universidad","No especificado","4 o más líneas","Entre 16 y 30","15 o menos"
910554,"masculino","4","ij",41,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","No especificado","4 o más líneas","Entre 31 y 45","Entre 16 y 30"
911240,"femenino","5","ij",34,"exterior","otras ciencias medicas","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
913243,"masculino","4","ij",37,"region pacifico","medicina basica","Actividades de investigación","Universidad","No especificado","4 o más líneas","No especificado","Entre 16 y 30"
913405,"masculino","3","ij",40,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
914320,"femenino","3","ij",39,"region pacifico","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
914568,"masculino","4","i",45,"centro oriente","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
919381,"masculino","d","i",40,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
920649,"masculino","4","ij",47,"region eje cafetero","ciencias de la salud","No especificado","Universidad","1 libro","3 líneas","15 o menos","Entre 16 y 30"
922030,"femenino","4","ij",49,"no disponible","ciencias de la salud","Actividades de administración","Universidad","No especificado","2 líneas","15 o menos","15 o menos"
922889,"femenino","3","ij",38,"distrito capital","otras ciencias medicas","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
923273,"femenino","3","i",63,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
923796,"masculino","5","ij",59,"centro oriente","ciencias de la salud","No especificado","Universidad","1 libro","1 línea","15 o menos","Entre 16 y 30"
924482,"masculino","3","i",55,"centro oriente","medicina clinica","Actividades de docencia","Universidad","1 libro","4 o más líneas","15 o menos","Entre 31 y 45"
924989,"femenino","5","ij",39,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
925225,"femenino","4","ij",54,"distrito capital","otras ciencias medicas","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
928151,"femenino","d","i",37,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
932590,"femenino","3","i",47,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
934607,"masculino","4","is",35,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
935174,"femenino","4","i",51,"region pacifico","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
936979,"femenino","3","ij",34,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
937762,"femenino","2","ij",35,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
938181,"masculino","3","ij",35,"centro oriente","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
938289,"masculino","4","ij",58,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
938378,"femenino","3","i",43,"centro oriente","ciencias de la salud","No especificado","Universidad","2 libros","3 líneas","Entre 16 y 30","Entre 16 y 30"
939960,"masculino","d","ij",39,"region caribe","medicina clinica","Actividades de administración","Centro de investigación","1 libro","3 líneas","No especificado","Más de 45"
943991,"masculino","3","ij",33,"region eje cafetero","ingenieria medica","Actividades de docencia","Universidad","No especificado","3 líneas","Entre 16 y 30","15 o menos"
944793,"masculino","4","ij",51,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
945072,"femenino","4","ij",42,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
945331,"femenino","3","i",58,"region eje cafetero","medicina clinica","Actividades de docencia","Universidad","1 libro","1 línea","Entre 16 y 30","Entre 16 y 30"
945366,"masculino","d","ij",43,"region pacifico","medicina clinica","No especificado","Hospital / Clínica","No especificado","No especificado","No especificado","Entre 16 y 30"
946028,"masculino","d","ij",52,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
946567,"femenino","3","i",39,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
947156,"femenino","4","ij",37,"region eje cafetero","medicina basica","Actividades de investigación","Universidad","No especificado","1 línea","15 o menos","Entre 16 y 30"
948128,"masculino","4","is",35,"centro oriente","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
948721,"femenino","2","ij",49,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
948926,"masculino","4","i",62,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
950831,"femenino","3","ij",42,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
950890,"masculino","4","ij",52,"region caribe","ciencias de la salud","No especificado","Centro de investigación","No especificado","2 líneas","15 o menos","Entre 16 y 30"
951676,"masculino","d","ij",39,"region caribe","medicina clinica","No especificado","No especificado","No especificado","No especificado","15 o menos","Entre 16 y 30"
952303,"masculino","4","ij",52,"region caribe","ciencias de la salud","Actividades de administración","Universidad","No especificado","2 líneas","Entre 16 y 30","Entre 31 y 45"
953172,"masculino","d","ij",63,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
954969,"masculino","3","i",51,"region pacifico","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
954985,"masculino","4","ij",67,"exterior","ciencias de la salud","Actividades de administración","Universidad","3 o más libros","No especificado","15 o menos","Entre 31 y 45"
955191,"femenino","d","ij",53,"region pacifico","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
956708,"masculino","4","ij",35,"region pacifico","ciencias de la salud","No especificado","No especificado","3 o más libros","No especificado","Entre 16 y 30","15 o menos"
957070,"femenino","4","ij",31,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
960519,"femenino","4","ij",46,"centro oriente","ciencias de la salud","Actividades de administración","Universidad","No especificado","2 líneas","Entre 16 y 30","No especificado"
961272,"masculino","3","is",46,"region caribe","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
962040,"masculino","3","ij",37,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
962732,"femenino","3","ij",39,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
